relative_path,filename,suffix,size_bytes,sha256,categories,preview_rows,preview_columns,columns_json,preview_error
GSM8855042_Slide1_exprMat_file.csv.gz,GSM8855042_Slide1_exprMat_file.csv.gz,.csv.gz,8849087,7e3cdbc744df295b13cee0260ffd01c0d5724a463b5926d850482ad5a0f359a0,expression;sample,100.0,1209.0,"[""fov"", ""cell_ID"", ""AATK"", ""ABL1"", ""ABL2"", ""ACACB"", ""ACE"", ""ACKR1"", ""ACKR3"", ""ACKR4"", ""ACP5"", ""ACTA2"", ""ACTG2"", ""ACVR1"", ""ACVR1B"", ""ACVR2A"", ""ACVRL1"", ""ADGRA2"", ""ADGRA3"", ""ADGRE2"", ""ADGRE5"", ""ADGRF1"", ""ADGRF3"", ""ADGRF5"", ""ADGRG1"", ""ADGRG3"", ""ADGRG5"", ""ADGRG6"", ""ADGRL1"", ""ADGRL2"", ""ADGRL4"", ""ADGRV1"", ""ADIPOQ"", ""ADIRF"", ""ADM2"", ""AGR2"", ""AHI1"", ""AHR"", ""AIF1"", ""AKT1"", ""ALCAM"", ""ALOX5AP"", ""ANGPT1"", ""ANGPT2"", ""ANGPTL1"", ""ANKRD1"", ""ANXA1"", ""ANXA2"", ""ANXA4"", ""APOA1"", ""APOC1"", ""APOD"", ""APOE"", ""APP"", ""AQP3"", ""AR"", ""AREG"", ""ARF1"", ""ARG1"", ""ARHGDIB"", ""ARID5B"", ""ATF3"", ""ATG10"", ""ATG12"", ""ATG5"", ""ATM"", ""ATP5F1B"", ""ATP5F1E"", ""ATR"", ""AXL"", ""AZGP1"", ""AZU1"", ""B2M"", ""B3GNT7"", ""BAG3"", ""BASP1"", ""BAX"", ""BBLN"", ""BCL2"", ""BCL2L1"", ""BECN1"", ""BEST1"", ""BGN"", ""BID"", ""BIRC3"", ""BIRC5"", ""BMP1"", ""BMP2"", ""BMP3"", ""BMP4"", ""BMP5"", ""BMP7"", ""BMPR1A"", ""BMPR2"", ""BRAF"", ""BRCA1"", ""BST1"", ""BST2"", ""BTF3"", ""BTG1"", ""BTK"", ""C11orf96"", ""C1QA"", ""C1QB"", ""C1QC"", ""C5AR2"", ""CACNA1C"", ""CALB1"", ""CALD1"", ""CALM1"", ""CALM2"", ""CALM3"", ""CAMP"", ""CARMN"", ""CASP3"", ""CASP8"", ""CASR"", ""CAV1"", ""CCDC80"", ""CCL11"", ""CCL13"", ""CCL15"", ""CCL17"", ""CCL18"", ""CCL19"", ""CCL2"", ""CCL20"", ""CCL21"", ""CCL22"", ""CCL26"", ""CCL28"", ""CCL3/L1/L3"", ""CCL4/L1/L2"", ""CCL5"", ""CCL8"", ""CCND1"", ""CCR1"", ""CCR10"", ""CCR2"", ""CCR5"", ""CCR7"", ""CCRL2"", ""CD14"", ""CD163"", ""CD164"", ""CD19"", ""CD1C"", ""CD2"", ""CD209"", ""CD22"", ""CD24"", ""CD27"", ""CD274"", ""CD276"", ""CD28"", ""CD300A"", ""CD33"", ""CD34"", ""CD36"", ""CD37"", ""CD38"", ""CD3D"", ""CD3E"", ""CD3G"", ""CD4"", ""CD40"", ""CD40LG"", ""CD44"", ""CD47"", ""CD48"", ""CD52"", ""CD53"", ""CD55"", ""CD58"", ""CD59"", ""CD5L"", ""CD63"", ""CD68"", ""CD69"", ""CD70"", ""CD74"", ""CD79A"", ""CD80"", ""CD81"", ""CD83"", ""CD84"", ""CD86"", ""CD8A"", ""CD8B"", ""CD9"", ""CD93"", ""CDH1"", ""CDH11"", ""CDH19"", ""CDH5"", ""CDKN1A"", ""CDKN3"", ""CEACAM1"", ""CEACAM6"", ""CELSR1"", ""CELSR2"", ""CENPF"", ""CFD"", ""CFLAR"", ""CHEK1"", ""CHEK2"", ""CHI3L1"", ""CIDEA"", ""CIITA"", ""CLCF1"", ""CLDN4"", ""CLEC10A"", ""CLEC12A"", ""CLEC14A"", ""CLEC1A"", ""CLEC2B"", ""CLEC2D"", ""CLEC4A"", ""CLEC4D"", ""CLEC4E"", ""CLEC5A"", ""CLEC7A"", ""CLOCK"", ""CLU"", ""CMKLR1"", ""CNTFR"", ""COL11A1"", ""COL12A1"", ""COL14A1"", ""COL15A1"", ""COL16A1"", ""COL17A1"", ""COL18A1"", ""COL1A1"", ""COL1A2"", ""COL21A1"", ""COL27A1"", ""COL3A1"", ""COL4A1"", ""COL4A2"", ""COL4A5"", ""COL5A1"", ""COL5A2"", ""COL5A3"", ""COL6A1"", ""COL6A2"", ""COL6A3"", ""COL8A1"", ""COL9A2"", ""COL9A3"", ""COTL1"", ""COX4I2"", ""CPA3"", ""CPB1"", ""CRIP1"", ""CRP"", ""CRYAB"", ""CSF1"", ""CSF1R"", ""CSF2"", ""CSF2RA"", ""CSF2RB"", ""CSF3"", ""CSF3R"", ""CSHL1"", ""CSK"", ""CSPG4"", ""CST7"", ""CSTB"", ""CTLA4"", ""CTNNB1"", ""CTSD"", ""CTSG"", ""CTSW"", ""CUZD1"", ""CX3CL1"", ""CX3CR1"", ""CXCL1/2/3"", ""CXCL10"", ""CXCL12"", ""CXCL13"", ""CXCL14"", ""CXCL16"", ""CXCL17"", ""CXCL5"", ""CXCL8"", ""CXCL9"", ""CXCR1"", ""CXCR2"", ""CXCR3"", ""CXCR4"", ""CXCR5"", ""CXCR6"", ""CYP1B1"", ""CYP2U1"", ""CYSTM1"", ""CYTOR"", ""DCN"", ""DDC"", ""DDIT3"", ""DDR1"", ""DDR2"", ""DDX58"", ""DHRS2"", ""DLL1"", ""DLL4"", ""DMBT1"", ""DNMT1"", ""DNMT3A"", ""DPP4"", ""DPT"", ""DST"", ""DUSP1"", ""DUSP2"", ""DUSP4"", ""DUSP5"", ""DUSP6"", ""EFNA1"", ""EFNA4"", ""EFNA5"", ""EFNB1"", ""EFNB2"", ""EGF"", ""EGFR"", ""EIF5A/L1"", ""ELANE"", ""EMP3"", ""ENG"", ""ENO1"", ""ENTPD1"", ""EOMES"", ""EPCAM"", ""EPHA2"", ""EPHA3"", ""EPHA4"", ""EPHA7"", ""EPHB2"", ""EPHB3"", ""EPHB4"", ""EPHB6"", ""EPOR"", ""ERBB2"", ""ERBB3"", ""ESAM"", ""ESR1"", ""ETS1"", ""ETV4"", ""ETV5"", ""EZH2"", ""EZR"", ""FABP4"", ""FABP5"", ""FAM30A"", ""FAP"", ""FAS"", ""FASLG"", ""FASN"", ""FAU"", ""FCER1G"", ""FCGBP"", ""FCGR3A/B"", ""FCRLA"", ""FES"", ""FFAR2"", ""FFAR3"", ""FFAR4"", ""FGF1"", ""FGF12"", ""FGF13"", ""FGF18"", ""FGF2"", ""FGF7"", ""FGF9"", ""FGFR1"", ""FGFR2"", ""FGFR3"", ""FGG"", ""FGR"", ""FHIT"", ""FKBP11"", ""FKBP5"", ""FLT1"", ""FLT3LG"", ""FN1"", ""FOS"", ""FOXF1"", ""FOXP3"", ""FPR1"", ""FYB1"", ""FYN"", ""FZD1"", ""FZD3"", ""FZD4"", ""FZD5"", ""FZD6"", ""FZD7"", ""FZD8"", ""G0S2"", ""G6PD"", ""GADD45B"", ""GAS6"", ""GATA3"", ""GC"", ""GCG"", ""GDF15"", ""GLUD1"", ""GLUL"", ""GNLY"", ""GPBAR1"", ""GPER1"", ""GPNMB"", ""GPR183"", ""GPX1"", ""GPX3"", ""GSK3B"", ""GSN"", ""GSTP1"", ""GZMA"", ""GZMB"", ""GZMH"", ""GZMK"", ""H2AZ1"", ""H4C3"", ""HAVCR2"", ""HBA1/2"", ""HBB"", ""HCAR2/3"", ""HCK"", ""HCST"", ""HDAC1"", ""HDAC11"", ""HDAC3"", ""HDAC4"", ""HDAC5"", ""HEXB"", ""HEY1"", ""HGF"", ""HIF1A"", ""HILPDA"", ""HLA-DPA1"", ""HLA-DPB1"", ""HLA-DQA1"", ""HLA-DQB1/2"", ""HLA-DRA"", ""HLA-DRB"", ""HMGB2"", ""HMGCS1"", ""HMGN2"", ""HPGDS"", ""HSD17B2"", ""HSP90AA1"", ""HSP90AB1"", ""HSP90B1"", ""HSPA1A/B"", ""HSPB1"", ""HSPG2"", ""HTT"", ""IAPP"", ""ICA1"", ""ICAM1"", ""ICAM2"", ""ICAM3"", ""ICOS"", ""ICOSLG"", ""IDO1"", ""IER3"", ""IFI27"", ""IFI44L"", ""IFI6"", ""IFIH1"", ""IFIT1"", ""IFIT3"", ""IFITM1"", ""IFITM3"", ""IFNA1/13"", ""IFNAR1"", ""IFNAR2"", ""IFNG"", ""IFNGR1"", ""IFNGR2"", ""IFNL2/3"", ""IGF1"", ""IGF1R"", ""IGF2"", ""IGF2R"", ""IGFBP3"", ""IGFBP5"", ""IGFBP6"", ""IGFBP7"", ""IGHA1"", ""IGHD"", ""IGHG1"", ""IGHG2"", ""IGHM"", ""IGKC"", ""IKZF3"", ""IL10"", ""IL10RA"", ""IL10RB"", ""IL11"", ""IL11RA"", ""IL12A"", ""IL12B"", ""IL12RB1"", ""IL12RB2"", ""IL13RA1"", ""IL15"", ""IL15RA"", ""IL16"", ""IL17A"", ""IL17B"", ""IL17D"", ""IL17RA"", ""IL17RB"", ""IL17RE"", ""IL18"", ""IL18R1"", ""IL1A"", ""IL1B"", ""IL1R1"", ""IL1R2"", ""IL1RAP"", ""IL1RL1"", ""IL1RN"", ""IL2"", ""IL20"", ""IL20RA"", ""IL22RA1"", ""IL23A"", ""IL24"", ""IL27RA"", ""IL2RA"", ""IL2RB"", ""IL2RG"", ""IL32"", ""IL33"", ""IL34"", ""IL36G"", ""IL3RA"", ""IL4R"", ""IL6"", ""IL6R"", ""IL6ST"", ""IL7"", ""IL7R"", ""INHA"", ""INHBA"", ""INHBB"", ""INS"", ""INSIG1"", ""INSR"", ""IRF3"", ""IRF4"", ""ISG15"", ""ITGA1"", ""ITGA2"", ""ITGA3"", ""ITGA5"", ""ITGA6"", ""ITGA8"", ""ITGA9"", ""ITGAE"", ""ITGAL"", ""ITGAM"", ""ITGAV"", ""ITGAX"", ""ITGB1"", ""ITGB2"", ""ITGB4"", ""ITGB5"", ""ITGB6"", ""ITGB8"", ""ITK"", ""ITM2A"", ""ITM2B"", ""JAG1"", ""JAK1"", ""JAK2"", ""JCHAIN"", ""JUN"", ""JUNB"", ""KDR"", ""KIT"", ""KITLG"", ""KLF2"", ""KLK3"", ""KLRB1"", ""KLRF1"", ""KLRK1"", ""KRAS"", ""KRT1"", ""KRT10"", ""KRT13"", ""KRT14"", ""KRT15"", ""KRT16"", ""KRT17"", ""KRT18"", ""KRT19"", ""KRT20"", ""KRT23"", ""KRT4"", ""KRT5"", ""KRT6A/B/C"", ""KRT7"", ""KRT8"", ""KRT80"", ""KRT86"", ""LAG3"", ""LAIR1"", ""LAMA4"", ""LAMP2"", ""LAMP3"", ""LCN2"", ""LDB2"", ""LDHA"", ""LDLR"", ""LEFTY1"", ""LEP"", ""LGALS1"", ""LGALS3"", ""LGALS3BP"", ""LGALS9"", ""LGR5"", ""LIF"", ""LIFR"", ""LINC01781"", ""LINC01857"", ""LINC02446"", ""LMNA"", ""LPAR5"", ""LTB"", ""LTBR"", ""LTF"", ""LUM"", ""LY6D"", ""LY75"", ""LYN"", ""LYVE1"", ""LYZ"", ""MAF"", ""MALAT1"", ""MAML2"", ""MAP1LC3B/2"", ""MAP2K1"", ""MAPK13"", ""MAPK14"", ""MARCKSL1"", ""MARCO"", ""MB"", ""MECOM"", ""MEG3"", ""MERTK"", ""MET"", ""MFAP5"", ""MGP"", ""MHC I"", ""MIF"", ""MIR4435-2HG"", ""MKI67"", ""MMP1"", ""MMP12"", ""MMP14"", ""MMP19"", ""MMP2"", ""MMP7"", ""MMP9"", ""MPO"", ""MRC1"", ""MRC2"", ""MS4A1"", ""MS4A4A"", ""MS4A6A"", ""MSMB"", ""MSR1"", ""MST1R"", ""MT1X"", ""MT2A"", ""MTOR"", ""MX1"", ""MXRA8"", ""MYC"", ""MYH11"", ""MYH6"", ""MYL12A"", ""MYL4"", ""MYL7"", ""MYL9"", ""MZB1"", ""MZT2A/B"", ""NACA"", ""NANOG"", ""NCAM1"", ""NCR1"", ""NDRG1"", ""NDUFA4L2"", ""NEAT1"", ""NELL2"", ""NFKB1"", ""NFKBIA"", ""NGFR"", ""NKG7"", ""NLRC4"", ""NLRC5"", ""NLRP1"", ""NLRP2"", ""NLRP3"", ""NOD2"", ""NOSIP"", ""NOTCH1"", ""NOTCH2"", ""NOTCH3"", ""NPPC"", ""NPR1"", ""NPR2"", ""NPR3"", ""NR1H2"", ""NR1H3"", ""NR2F2"", ""NR3C1"", ""NRG1"", ""NRXN1"", ""NRXN3"", ""NTRK2"", ""NUPR1"", ""NUSAP1"", ""OAS1"", ""OAS2"", ""OAS3"", ""OASL"", ""OLFM4"", ""OLR1"", ""OSM"", ""OSMR"", ""P2RX5"", ""PARP1"", ""PCNA"", ""PDCD1"", ""PDCD1LG2"", ""PDGFA"", ""PDGFB"", ""PDGFC"", ""PDGFD"", ""PDGFRA"", ""PDGFRB"", ""PDS5A"", ""PECAM1"", ""PF4/V1"", ""PFN1"", ""PGF"", ""PGK1"", ""PGR"", ""PHLDA2"", ""PIGR"", ""PLAC8"", ""PLAC9"", ""PLCG1"", ""PLD3"", ""PNOC"", ""POU5F1"", ""PPARA"", ""PPARD"", ""PPARG"", ""PPIA"", ""PRF1"", ""PROX1"", ""PRSS2"", ""PRTN3"", ""PSAP"", ""PSCA"", ""PSD3"", ""PTEN"", ""PTGDR2"", ""PTGDS"", ""PTGES"", ""PTGES2"", ""PTGES3"", ""PTGIS"", ""PTGS1"", ""PTGS2"", ""PTK2"", ""PTK6"", ""PTPRC"", ""PTPRCAP"", ""PTTG1"", ""PXDN"", ""QRFPR"", ""RAC1"", ""RAC2"", ""RACK1"", ""RAG1"", ""RAMP1"", ""RAMP2"", ""RAMP3"", ""RARA"", ""RARB"", ""RARG"", ""RARRES1"", ""RARRES2"", ""RB1"", ""RBM47"", ""RBPJ"", ""REG1A"", ""RELA"", ""RELT"", ""RGCC"", ""RGS1"", ""RGS13"", ""RGS2"", ""RGS5"", ""RNF43"", ""ROR1"", ""RORA"", ""RPL21"", ""RPL22"", ""RPL32"", ""RPL34"", ""RPL37"", ""RPS4Y1"", ""RSPO3"", ""RUNX3"", ""RXRA"", ""RXRB"", ""RYK"", ""RYR2"", ""S100A10"", ""S100A2"", ""S100A4"", ""S100A6"", ""S100A8"", ""S100A9"", ""S100B"", ""S100P"", ""SAA1/2"", ""SAT1"", ""SCG5"", ""SCGB3A1"", ""SEC23A"", ""SEC61G"", ""SELENOP"", ""SELL"", ""SELPLG"", ""SERPINA1"", ""SERPINA3"", ""SERPINB5"", ""SERPINH1"", ""SFN"", ""SH3BGRL3"", ""SIGIRR"", ""SLA"", ""SLC2A1"", ""SLC40A1"", ""SLCO2B1"", ""SLPI"", ""SMAD2"", ""SMAD3"", ""SMAD4"", ""SMARCB1"", ""SMO"", ""SNAI1"", ""SNAI2"", ""SOD1"", ""SOD2"", ""SORBS1"", ""SOSTDC1"", ""SOX2"", ""SOX4"", ""SOX9"", ""SPARCL1"", ""SPINK1"", ""SPOCK2"", ""SPP1"", ""SPRY2"", ""SPRY4"", ""SQLE"", ""SQSTM1"", ""SRC"", ""SREBF1"", ""SRGN"", ""SRSF2"", ""SST"", ""ST6GAL1"", ""ST6GALNAC3"", ""STAT1"", ""STAT3"", ""STAT4"", ""STAT5A"", ""STAT5B"", ""STAT6"", ""STMN1"", ""SYK"", ""TACSTD2"", ""TAGLN"", ""TAP1"", ""TAP2"", ""TBX21"", ""TCAP"", ""TCF7"", ""TCL1A"", ""TEK"", ""TFEB"", ""TGFB1"", ""TGFB2"", ""TGFB3"", ""TGFBI"", ""TGFBR1"", ""TGFBR2"", ""THBS1"", ""THBS2"", ""THSD4"", ""TIE1"", ""TIGIT"", ""TIMP1"", ""TLR1"", ""TLR2"", ""TLR3"", ""TLR4"", ""TLR5"", ""TLR7"", ""TLR8"", ""TM4SF1"", ""TNF"", ""TNFAIP6"", ""TNFRSF10A"", ""TNFRSF10B"", ""TNFRSF10D"", ""TNFRSF11A"", ""TNFRSF11B"", ""TNFRSF12A"", ""TNFRSF13B"", ""TNFRSF14"", ""TNFRSF17"", ""TNFRSF18"", ""TNFRSF19"", ""TNFRSF1A"", ""TNFRSF1B"", ""TNFRSF21"", ""TNFRSF4"", ""TNFRSF9"", ""TNFSF10"", ""TNFSF12"", ""TNFSF13B"", ""TNFSF14"", ""TNFSF15"", ""TNFSF4"", ""TNFSF8"", ""TNFSF9"", ""TNNC1"", ""TNNT2"", ""TNXA/B"", ""TOP2A"", ""TOX"", ""TP53"", ""TPI1"", ""TPM1"", ""TPM2"", ""TPSAB1/B2"", ""TPT1"", ""TSC22D1"", ""TSHZ2"", ""TTN"", ""TTR"", ""TUBB"", ""TUBB4B"", ""TWIST1"", ""TWIST2"", ""TXK"", ""TYK2"", ""TYMS"", ""TYROBP"", ""UBA52"", ""UBE2C"", ""UPK3A"", ""VCAM1"", ""VCAN"", ""VEGFA"", ""VEGFB"", ""VEGFC"", ""VEGFD"", ""VHL"", ""VIM"", ""VPREB3"", ""VSIR"", ""VTN"", ""VWA1"", ""VWF"", ""WIF1"", ""WNT10B"", ""WNT11"", ""WNT3"", ""WNT5A"", ""WNT5B"", ""WNT7A"", ""WNT7B"", ""WNT9A"", ""XBP1"", ""XCL1/2"", ""XKR4"", ""YBX3"", ""YES1"", ""ZBTB16"", ""ZFP36"", ""Negative1"", ""Negative10"", ""Negative2"", ""Negative3"", ""Negative4"", ""Negative5"", ""Negative6"", ""Negative7"", ""Negative8"", ""Negative9"", ""SystemControl1"", ""SystemControl10"", ""SystemControl100"", ""SystemControl101"", ""SystemControl102"", ""SystemControl103"", ""SystemControl104"", ""SystemControl105"", ""SystemControl106"", ""SystemControl107"", ""SystemControl108"", ""SystemControl109"", ""SystemControl11"", ""SystemControl110"", ""SystemControl111"", ""SystemControl112"", ""SystemControl113"", ""SystemControl114"", ""SystemControl115"", ""SystemControl116"", ""SystemControl117"", ""SystemControl118"", ""SystemControl119"", ""SystemControl12"", ""SystemControl120"", ""SystemControl121"", ""SystemControl122"", ""SystemControl123"", ""SystemControl124"", ""SystemControl125"", ""SystemControl126"", ""SystemControl127"", ""SystemControl128"", ""SystemControl129"", ""SystemControl13"", ""SystemControl130"", ""SystemControl131"", ""SystemControl132"", ""SystemControl133"", ""SystemControl134"", ""SystemControl135"", ""SystemControl136"", ""SystemControl137"", ""SystemControl138"", ""SystemControl139"", ""SystemControl14"", ""SystemControl140"", ""SystemControl141"", ""SystemControl142"", ""SystemControl143"", ""SystemControl144"", ""SystemControl145"", ""SystemControl146"", ""SystemControl147"", ""SystemControl148"", ""SystemControl149"", ""SystemControl15"", ""SystemControl150"", ""SystemControl151"", ""SystemControl152"", ""SystemControl153"", ""SystemControl154"", ""SystemControl155"", ""SystemControl156"", ""SystemControl157"", ""SystemControl158"", ""SystemControl159"", ""SystemControl16"", ""SystemControl160"", ""SystemControl161"", ""SystemControl162"", ""SystemControl163"", ""SystemControl164"", ""SystemControl165"", ""SystemControl166"", ""SystemControl167"", ""SystemControl168"", ""SystemControl169"", ""SystemControl17"", ""SystemControl170"", ""SystemControl171"", ""SystemControl172"", ""SystemControl173"", ""SystemControl174"", ""SystemControl175"", ""SystemControl176"", ""SystemControl177"", ""SystemControl178"", ""SystemControl179"", ""SystemControl18"", ""SystemControl180"", ""SystemControl181"", ""SystemControl182"", ""SystemControl183"", ""SystemControl184"", ""SystemControl185"", ""SystemControl186"", ""SystemControl187"", ""SystemControl188"", ""SystemControl189"", ""SystemControl19"", ""SystemControl190"", ""SystemControl191"", ""SystemControl192"", ""SystemControl193"", ""SystemControl194"", ""SystemControl195"", ""SystemControl196"", ""SystemControl197"", ""SystemControl2"", ""SystemControl20"", ""SystemControl21"", ""SystemControl22"", ""SystemControl23"", ""SystemControl24"", ""SystemControl25"", ""SystemControl26"", ""SystemControl27"", ""SystemControl28"", ""SystemControl29"", ""SystemControl3"", ""SystemControl30"", ""SystemControl31"", ""SystemControl32"", ""SystemControl33"", ""SystemControl34"", ""SystemControl35"", ""SystemControl36"", ""SystemControl37"", ""SystemControl38"", ""SystemControl39"", ""SystemControl4"", ""SystemControl40"", ""SystemControl41"", ""SystemControl42"", ""SystemControl43"", ""SystemControl44"", ""SystemControl45"", ""SystemControl46"", ""SystemControl47"", ""SystemControl48"", ""SystemControl49"", ""SystemControl5"", ""SystemControl50"", ""SystemControl51"", ""SystemControl52"", ""SystemControl53"", ""SystemControl54"", ""SystemControl55"", ""SystemControl56"", ""SystemControl57"", ""SystemControl58"", ""SystemControl59"", ""SystemControl6"", ""SystemControl60"", ""SystemControl61"", ""SystemControl62"", ""SystemControl63"", ""SystemControl64"", ""SystemControl65"", ""SystemControl66"", ""SystemControl67"", ""SystemControl68"", ""SystemControl69"", ""SystemControl7"", ""SystemControl70"", ""SystemControl71"", ""SystemControl72"", ""SystemControl73"", ""SystemControl74"", ""SystemControl75"", ""SystemControl76"", ""SystemControl77"", ""SystemControl78"", ""SystemControl79"", ""SystemControl8"", ""SystemControl80"", ""SystemControl81"", ""SystemControl82"", ""SystemControl83"", ""SystemControl84"", ""SystemControl85"", ""SystemControl86"", ""SystemControl87"", ""SystemControl88"", ""SystemControl89"", ""SystemControl9"", ""SystemControl90"", ""SystemControl91"", ""SystemControl92"", ""SystemControl93"", ""SystemControl94"", ""SystemControl95"", ""SystemControl96"", ""SystemControl97"", ""SystemControl98"", ""SystemControl99""]",
GSM8855042_Slide1_fov_positions_file.csv.gz,GSM8855042_Slide1_fov_positions_file.csv.gz,.csv.gz,555,41b57f543e65d21d23907642f466df580bf445b0e6c31e523fc2f20d0a5115da,sample,64.0,4.0,"[""Slide"", ""FOV"", ""X_mm"", ""Y_mm""]",
GSM8855042_Slide1_metadata_file.csv.gz,GSM8855042_Slide1_metadata_file.csv.gz,.csv.gz,6134014,377f77af2b016b521331430710540df82e6c72b87995b76b4ec9bcbbbd72bf38,metadata;sample,100.0,91.0,"[""nn_9ec4cb0c.f295.4914.b17c.3f351fdcd33a_1_cluster_cluster_21b1db6e.6944.443c.85cf.31a951243bc1_1"", ""RNA_nbclust_8b0a3ae1.8754.4ba9.8269.45e2cf2e855a_1_clusters"", ""RNA_nbclust_8b0a3ae1.8754.4ba9.8269.45e2cf2e855a_1_posterior_probability"", ""cell"", ""nCount_RNA"", ""nFeature_RNA"", ""nCount_negprobes"", ""nFeature_negprobes"", ""fov"", ""Area"", ""AspectRatio"", ""Width"", ""Height"", ""Mean.PanCK"", ""Max.PanCK"", ""Mean.CK8.18"", ""Max.CK8.18"", ""Mean.Membrane"", ""Max.Membrane"", ""Mean.CD45"", ""Max.CD45"", ""Mean.DAPI"", ""Max.DAPI"", ""cell_id"", ""assay_type"", ""version"", ""Run_Tissue_name"", ""Panel"", ""slide_ID"", ""cell_ID"", ""unassignedTranscripts"", ""nCount_falsecode"", ""nFeature_falsecode"", ""Area.um2"", ""CenterX_local_px"", ""CenterY_local_px"", ""CenterX_global_px"", ""CenterY_global_px"", ""propNegative"", ""complexity"", ""errorCtEstimate"", ""percOfDataFromError"", ""qcFlagsRNACounts"", ""qcFlagsCellCounts"", ""qcFlagsCellPropNeg"", ""qcFlagsCellComplex"", ""qcFlagsCellArea"", ""median_negprobes"", ""negprobes_quantile_0.9"", ""median_RNA"", ""RNA_quantile_0.9"", ""nCell"", ""nCount"", ""nCountPerCell"", ""nFeaturePerCell"", ""propNegativeCellAvg"", ""complexityCellAvg"", ""errorCtPerCellEstimate"", ""percOfDataFromErrorPerCell"", ""qcFlagsFOV"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_a"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_Antibody.secreting.B.cells"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_b"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_c"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_CD3..alpha.beta.T.cells"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_Central.venous.LSECs"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_Cholangiocytes"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_d"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_e"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_Erthyroid.cells"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_f"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_g"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_gamma.delta.T.cells.1"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_gamma.delta.T.cells.2"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_h"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_Hep.1"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_Hep.2"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_Hep.3"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_Hep.4"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_Hep.5"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_Hep.6"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_i"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_Inflammatory.macrophages"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_j"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_Mature.B.cells"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_NK.like.cells"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_Non.inflammatory.macrophages"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_Periportal.LSECs"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_Portal.endothelial.cells"", ""RNA_spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_neighbours_Stellate.cells"", ""spatialclust_a69699bf.9238.4a1d.9261.32405eedf00e_1_assignments""]",
GSM8855042_Slide1_polygons.csv.gz,GSM8855042_Slide1_polygons.csv.gz,.csv.gz,17032919,5246d38f6e404dd7f84711efa0644c56a7d41a01182878f8cc5fb7d654a970ab,boundary;sample,100.0,7.0,"[""fov"", ""cellID"", ""cell"", ""x_local_px"", ""y_local_px"", ""x_global_px"", ""y_global_px""]",
GSM8855042_Slide1_SeuratObject.RDS,GSM8855042_Slide1_SeuratObject.RDS,.rds,431908568,7090c657f7bd8445ac22ef47007e35af84ddff831d233c0bcf94a5421aeaece8,r_object;sample,,,,
GSM8855042_Slide1_tx_file.csv.gz,GSM8855042_Slide1_tx_file.csv.gz,.csv.gz,474090373,45f9f961525781d8c036269e3d3b4655d76404c764298faf8dc6a5ce476bd626,sample,100.0,10.0,"[""fov"", ""cell_ID"", ""cell"", ""x_local_px"", ""y_local_px"", ""x_global_px"", ""y_global_px"", ""z"", ""target"", ""CellComp""]",
